d_country,d_region,d_city
rs,15,grljan
rs,15,knjazevac
rs,15,sokobanja
rs,15,zajecar
rs,16,arilje
rs,16,bajina basta
rs,16,cajetina
rs,16,galovici
rs,16,gorjani
rs,16,krnjaca
rs,16,mackat
rs,16,mionica
rs,16,mokra gora
rs,16,nova varos
rs,16,pogled
rs,16,potok
rs,16,pozega
rs,16,prijepolje
rs,16,sevojno
rs,16,sjenica
rs,16,uzice
rs,16,zlatibor
rs,17,brezova
rs,17,cacak
rs,17,gornji milanovac
rs,17,ivanjica
rs,17,konjevici
rs,17,kukici
rs,17,lucani
rs,17,petnica
rs,17,preljina
rs,17,prislonica
rs,17,trbusani
rs,17,ugrinovci
rs,18,kopaonik
rs,18,kraljevo
rs,18,novi pazar
rs,18,raska
rs,18,trnava
rs,18,tutin
rs,18,vrnjacka banja
rs,18,vrnjci
rs,18,zaklopaca
rs,19,aleksandrovac
rs,19,boljevac
rs,19,botunja
rs,19,grabovac
rs,19,krusevac
rs,19,lazarevac
rs,19,milentija
rs,19,odzaci
rs,19,pojate
rs,19,ribarska banja
rs,19,subotica
rs,19,trstenik
rs,19,varvarin
rs,19,vrbnica
rs,20,aleksinac
rs,20,beloinje
rs,20,doljevac
rs,20,izvor
rs,20,nis
rs,20,niska banja
rs,20,porodin
rs,20,svrljig
rs,21,blace
rs,21,kupinovo
rs,21,kursumlija
rs,21,mala plana
rs,21,matarova
rs,21,petrovac
rs,21,prokuplje
rs,21,velika plana
rs,21,visoka
rs,22,babusnica
rs,22,bela palanka
rs,22,pirot
rs,22,rakita
rs,22,sopot
rs,23,batulovce
rs,23,bojnik
rs,23,gradska
rs,23,jastrebac
rs,23,lebane
rs,23,leskovac
rs,23,vlasotince
rs,23,vucje
rs,24,bosilegrad
rs,24,bujanovac
rs,24,presevo
rs,24,priboj
rs,24,surdulica
rs,24,vladicin han
rs,24,vranje
rs,25,kacanik
rs,25,kosovo
rs,25,pristina
rs,26,istok
rs,26,junik
rs,26,klina
rs,27,prizren
rs,27,suva reka
rs,28,leposavic
rs,28,mitrovica
rs,28,zvecan
rs,?,?
ru,?,?
ru,ad,adygeysk
ru,ad,beringovsky
ru,ad,dakhovskaya
ru,ad,enem
ru,ad,giaginskaya
ru,ad,gorodskoy
ru,ad,maikop
ru,ad,novy sad
ru,ad,sevastopolskaya
ru,ad,sovkhozny
ru,ad,takhtamukai
ru,ad,tlyustenkhabl
ru,ad,tulsky
ru,ad,verkhnenazarovskoe
ru,ad,yablonovsky
ru,al,aleysk
ru,al,altai
ru,al,altaiskoe
ru,al,baikonur
ru,al,barnaul
ru,al,belokurikha
ru,al,bolshaya shelkovka
ru,al,bysk
ru,al,bystry istok
ru,al,charyshskoe
ru,al,chemal
ru,al,firsovo
ru,al,gorno-altaisk
ru,al,kalistratikha
ru,al,kalmanka
ru,al,kamen-na-obi
ru,al,karakoksha
ru,al,karkavino
ru,al,katanda
ru,al,komsomolsky
ru,al,kosh-agach
ru,al,kosikha
ru,al,kuchuk
ru,al,kulunda
ru,al,kurya
ru,al,kytmanovo
ru,al,lukovka
ru,al,maima
ru,al,malinovsky
ru,al,mamontovo
ru,al,manzherok
ru,al,mikhailovskoe
ru,al,muravey
ru,al,novoaltaisk
ru,al,novoegorevskoe
ru,al,novoromanovo
ru,al,novye zori
ru,al,ogni
ru,al,ongudai
ru,al,ovchinnikovo
ru,al,pavlovsk
ru,al,pobedim
ru,al,pushtulim
ru,al,rebrikha
ru,al,rodino
ru,al,romanovo
ru,al,rozhnev log
ru,al,rubtsovsk
ru,al,setovka
ru,al,severka
ru,al,shebalino
ru,al,shelabolikha
ru,al,shipunovo
ru,al,sibirsky
ru,al,slavgorod
ru,al,smolenskoe
ru,al,souzga
ru,al,sovetskoe
ru,al,staraya taraba
ru,al,tabuny
ru,al,talmenka
ru,al,talon
ru,al,togul
ru,al,topchikha
ru,al,tselinnoe
ru,al,ust-charyshskaya pristan
ru,al,ust-muny
ru,al,ust-sema
ru,al,ust-zhuravlikha
ru,al,verkh-koptelka
ru,al,veseloyarsk
ru,al,volchikha
ru,al,yarovoe
ru,al,zalesovo
ru,al,zarinsk
ru,al,zavyalovo
ru,al,zmeinogorsk
ru,al,zonalnoe
ru,al,zudilovo
ru,am,amurskoe
ru,am,arkhara
ru,am,belogorsk
ru,am,blagoveshchensk
ru,am,dalnevostochnoe
ru,am,dugda
ru,am,ekaterinoslavka
ru,am,ekimchan
ru,am,fevralsk
ru,am,goluboe
ru,am,ivanovka
ru,am,lopcha
ru,am,magdagachi
ru,am,novobureysky
ru,am,polyana
ru,am,pozdeevka
ru,am,raichikhinsk
ru,am,romny
ru,am,seryshevo
ru,am,shimanovsk
ru,am,skovorodino
ru,am,svobodny
ru,am,talakan
ru,am,tambovka
ru,am,tomskoe
ru,am,tynda
ru,am,uglegorsk
ru,am,vernoe
ru,am,yuktali
ru,am,zavitinsk
ru,am,zea
ru,ar,arkhangelsk
ru,ar,emetsk
ru,ar,fominskaya
ru,ar,kargopol
ru,ar,karpogory
ru,ar,konosha
ru,ar,koryazhma
ru,ar,kostylevo
ru,ar,kotlas
ru,ar,kuloy
ru,ar,leshukonskoe
ru,ar,mezen
ru,ar,mirny
ru,ar,novodvinsk
ru,ar,nyandoma
ru,ar,oktyabrsky
ru,ar,onega
ru,ar,plesetsk
ru,ar,rikasikha
ru,ar,rikasovo
ru,ar,severodvinsk
ru,ar,shenkursk
ru,ar,uemsky
ru,ar,velsk
ru,as,akhtubinsk
ru,as,astrakhan
ru,as,bakhtemir
ru,as,bataevka
ru,as,enotaevka
ru,as,funtovo-pervoe
ru,as,ikryanoe
ru,as,kapustin yar
ru,as,karagali
ru,as,kharabali
ru,as,narimanov
ru,as,rynok
ru,as,volodarsky
ru,as,volzhskoe
ru,as,yaksatovo
ru,as,znamensk
ru,ba,agidel
ru,ba,ak'yar
ru,ba,arlan
ru,ba,askarovo
ru,ba,baltika
ru,ba,belebey
ru,ba,beloretsk
ru,ba,birsk
ru,ba,blagovar
ru,ba,blagoveshchensk
ru,ba,bulgakovo
ru,ba,buraevo
ru,ba,buzdyak
ru,ba,buzovyazy
ru,ba,chekmagush
ru,ba,chishmy
ru,ba,davlekanovo
ru,ba,dergachevka
ru,ba,dyurtyuli
ru,ba,fedorovka
ru,ba,iglino
ru,ba,inzer
ru,ba,ishimbai
ru,ba,isyangulovo
ru,ba,karievo
ru,ba,karmaskaly
ru,ba,kigazy
ru,ba,kileevo
ru,ba,kubagushevo
ru,ba,kumertau
ru,ba,lipovka
ru,ba,meleuz
ru,ba,mezhgore
ru,ba,milovka
ru,ba,mrakovo
ru,ba,naumovka
ru,ba,neftekamsk
ru,ba,nikolaevka
ru,ba,nikolo-berezovka
ru,ba,nizhegorodka
ru,ba,nizhnie bishindy
ru,ba,novoselka
ru,ba,oktyabrsky
ru,ba,raevsky
ru,ba,rukhtino
ru,ba,russky yurmash
ru,ba,safarovo
ru,ba,sairanovo
ru,ba,salavat
ru,ba,saryshevo
ru,ba,shafranovo
ru,ba,sharan
ru,ba,sibai
ru,ba,staraya otrada
ru,ba,stary mutabash
ru,ba,sterlibashevo
ru,ba,sterlitamak
ru,ba,suslovo
ru,ba,talachevo
ru,ba,tatar-ulkanovo
ru,ba,tolbazy
ru,ba,tuymazy
ru,ba,uchaly
ru,ba,uchaly-selo
ru,ba,ufa
ru,ba,uralsk
ru,ba,urshak
ru,ba,yanaul
ru,ba,yunost
ru,ba,zilair
ru,ba,zirgan
ru,be,alekseevka
ru,be,belgorod
ru,be,borisovka
ru,be,borodin
ru,be,chernyanka
ru,be,dvuluchnoe
ru,be,garbuzovo
ru,be,golovchino
ru,be,gubkin
ru,be,kalitva
ru,be,korocha
ru,be,maisky
ru,be,novaya slobodka
ru,be,novy oskol
ru,be,razumnoe
ru,be,severny
ru,be,shebekino
ru,be,staraya bezginka
ru,be,stary oskol
ru,be,stroitel
ru,be,tomarovka
ru,be,valuyki
ru,be,veydelevka
ru,be,volokonovka
ru,br,alekseeva
ru,br,berezina
ru,br,brasovo
ru,br,bryansk
ru,br,deryugina
ru,br,dubrovka
ru,br,dyatkovo
ru,br,fokino
ru,br,kamen
ru,br,karachev
ru,br,klimovo
ru,br,klintsy
ru,br,lokot
ru,br,lopush
ru,br,lukin
ru,br,moskovsky
ru,br,navlya
ru,br,novozybkov
ru,br,pochep
ru,br,pogar
ru,br,pogreby
ru,br,rogov
ru,br,seltso
ru,br,sevsk
ru,br,soglasie
ru,br,star
ru,br,starodub
ru,br,suponevo
ru,br,surazh
ru,br,suzemka
ru,br,sven
ru,br,trubchevsk
ru,br,unecha
ru,br,verkhopole
ru,br,zamishevo
ru,br,zhukovka
ru,br,zlynka
ru,bu,arshan
ru,bu,babushkin
ru,bu,bagdarin
ru,bu,barguzin
ru,bu,bichura
ru,bu,gusinoozersk
ru,bu,ilinka
ru,bu,ivolginsk
ru,bu,kabansk
ru,bu,khorinsk
ru,bu,kichera
ru,bu,kizhinga
ru,bu,kurumkan
ru,bu,kyakhta
ru,bu,kyren
ru,bu,nizhneangarsk
ru,bu,novaya bryan
ru,bu,onokhoy
ru,bu,orongoy
ru,bu,petropavlovka
ru,bu,podlopatki
ru,bu,sagan-nur
ru,bu,selenginsk
ru,bu,severobaikalsk
ru,bu,severomuysk
ru,bu,sosnovo-ozerskoe
ru,bu,sotnikovo
ru,bu,taksimo
ru,bu,turka
ru,bu,turuntaevo
ru,bu,udinsk
ru,bu,ulan-ude
ru,bu,vydrino
ru,bu,zagustai
ru,bu,zakamensk
ru,bu,zhemchug
ru,ce,grozny
ru,ce,gudermes
ru,ce,kalinovskaya
ru,ce,urus-martan
ru,ch,anadyr
ru,ch,argayash
ru,ch,asha
ru,ch,bakal
ru,ch,berdyaush
ru,ch,beregovoy
ru,ch,berlin
ru,ch,bilibino
ru,ch,bobrovka
ru,ch,bredy
ru,ch,chebarkul
ru,ch,chelyabinsk
ru,ch,chesma
ru,ch,dolgoderevenskoe
ru,ch,egvekinot
ru,ch,emanzhelinka
ru,ch,emanzhelinsk
ru,ch,forshtadt
ru,ch,ibragimova
ru,ch,izmailovsky
ru,ch,karabash
ru,ch,kartaly
ru,ch,kasli
ru,ch,katav-ivanovsk
ru,ch,kizilskoe
ru,ch,kopeysk
ru,ch,korkino
ru,ch,krasnoe pole
ru,ch,kunashak
ru,ch,kusa
ru,ch,kyshtym
ru,ch,lokomotivny
ru,ch,lugovoy
ru,ch,magnitogorsk
ru,ch,mezhevoy
ru,ch,mezhozerny
ru,ch,miass
ru,ch,miasskoe
ru,ch,minyar
ru,ch,narovchatka
ru,ch,oktyabrskoe
ru,ch,ozersk
ru,ch,pevek
ru,ch,plast
ru,ch,satka
ru,ch,sim
ru,ch,snezhinsk
ru,ch,sultanovo
ru,ch,timiryazevsky
ru,ch,trekhgorny
ru,ch,troitsk
ru,ch,ust-katav
ru,ch,varna
ru,ch,varshavka
ru,ch,verkhneuralsk
ru,ch,verkhny ufaley
ru,ch,voznesenka
ru,ch,yuryuzan
ru,ch,yuzhnouralsk
ru,ch,zlatoust
ru,cu,akramovo
ru,cu,alatyr
ru,cu,cheboksary
ru,cu,ermoshkino
ru,cu,ishmurzino-surinsk
ru,cu,kanash
ru,cu,khyrkasy
ru,cu,kozlovka
ru,cu,kugesi
ru,cu,lageri
ru,cu,novocheboksarsk
ru,cu,novye chukaly
ru,cu,oktyabrskoe
ru,cu,sespel
ru,cu,shumerlya
ru,cu,tsivilsk
ru,cu,urmary
ru,cu,vurnary
ru,cu,yadrin
ru,cu,yantikovo
ru,da,almak
ru,da,almalo
ru,da,batsada
ru,da,belidzhi
ru,da,botlikh
ru,da,buynaksk
ru,da,derbent
ru,da,dyubek
ru,da,erpeli
ru,da,gagatli
ru,da,gergebil
ru,da,gunib
ru,da,izberbash
ru,da,kaspysk
ru,da,kayakent
ru,da,khasavyurt
ru,da,kirovaul
ru,da,kizilyurt
ru,da,kizlyar
ru,da,kommuna
ru,da,kostek
ru,da,levashi
ru,da,makhachkala
ru,da,mamedkala
ru,da,nizhnee inkho
ru,da,novokayakent
ru,da,samur
ru,da,siukh
ru,da,sumeta
ru,da,tanty
ru,da,tsudakhar
ru,in,kantyshevo
ru,in,karabulak
ru,in,magas
ru,in,malgobek
ru,in,nazran
ru,in,ordzhonikidzevskaya
ru,in,surkhakhi
ru,ir,angarsk
ru,ir,baikalsk
ru,ir,bodaibo
ru,ir,bratsk
ru,ir,cheremkhovo
ru,ir,chunsky
ru,ir,irkutsk
ru,ir,kirensk
ru,ir,kultuk
ru,ir,kuytun
ru,ir,listvyanka
ru,ir,malta
ru,ir,markova
ru,ir,mikhailovka
ru,ir,nizhneudinsk
ru,ir,novaya igirma
ru,ir,sayansk
ru,ir,shelekhov
ru,ir,slyudyanka
ru,ir,smolenshchina
ru,ir,taishet
ru,ir,taiturka
ru,ir,tulun
ru,ir,usole-sibirskoe
ru,ir,ust-ilimsk
ru,ir,ust-kut
ru,ir,zheleznodorozhny
ru,ir,zheleznogorsk-ilimsky
ru,ir,zima
ru,iv,cherntsy
ru,iv,dulyapino
ru,iv,furmanov
ru,iv,gavrilov posad
ru,iv,ingar
ru,iv,ivanovo
ru,iv,kineshma
ru,iv,kitovo
ru,iv,kokhma
ru,iv,komsomolsk
ru,iv,lezhnevo
ru,iv,navoloki
ru,iv,privolzhsk
ru,iv,puchezh
ru,iv,reshma
ru,iv,rodniki
ru,iv,shuya
ru,iv,staraya vichuga
ru,iv,teykovo
ru,iv,vichuga
ru,iv,yuzha
ru,iv,zavolzhsk
ru,ka,elizovo
ru,ka,klyuchi
ru,ka,kozyrevsk
ru,ka,nikolskoe
ru,ka,petropavlovsk-kamchatsky
ru,ka,termalny
ru,ka,tilichiki
ru,ka,ust-bolsheretsk
ru,ka,ust-kamchatsk
ru,ka,vilyuchinsk
ru,kb,arik
ru,kb,babugent
ru,kb,baksan
ru,kb,elbrus
ru,kb,nalchik
ru,kb,nartkala
ru,kb,ozrek
ru,kb,prokhladny
ru,kb,saratovsky
ru,kb,shalushka
ru,kb,soldatskaya
ru,kb,stary cherek
ru,kb,tyrnyauz
ru,kb,zalukokoazhe
ru,kc,cherkessk
ru,kc,kamennomostsky
ru,kc,karachaevsk
ru,kc,kavkazsky
ru,kc,krasnogorskaya
ru,kc,mednogorsky
ru,kc,sparta
ru,kc,storozhevaya
ru,kc,uchkeken
ru,kc,ust-dzheguta
ru,kc,zelenchukskaya
ru,kd,abinsk
ru,kd,afipsky
ru,kd,agronom
ru,kd,aguy-shapsug
ru,kd,akhtyrsky
ru,kd,anapa
ru,kd,anapskaya
ru,kd,apsheronsk
ru,kd,arkhangelskaya
ru,kd,armavir
ru,kd,azovskaya
ru,kd,belaya glina
ru,kd,belikov
ru,kd,belorechensk
ru,kd,bely
ru,kd,borodinskaya
ru,kd,bryukhovetskaya
ru,kd,dinskaya
ru,kd,dneprovskaya
ru,kd,dyadkovskaya
ru,kd,dzhubga
ru,kd,eremin
ru,kd,eysk
ru,kd,fastovetskaya
ru,kd,gelendzhik
ru,kd,georgievskoe
ru,kd,golubitskaya
ru,kd,goryachy klyuch
ru,kd,gostagaevskaya
ru,kd,gulkevichi
ru,kd,ilinskaya
ru,kd,ivanov
ru,kd,kalininskaya
ru,kd,kaluzhskaya
ru,kd,kanevskaya
ru,kd,kazachy
ru,kd,khadyzhensk
ru,kd,konokovo
ru,kd,korenovsk
ru,kd,kostromskaya
ru,kd,kovalenko
ru,kd,krasnodar
ru,kd,krasnoselsky
ru,kd,kropotkin
ru,kd,krupskaya
ru,kd,krymsk
ru,kd,kubanskaya
ru,kd,kurchanskaya
ru,kd,kurganinsk
ru,kd,kushchevskaya
ru,kd,labinsk
ru,kd,ladozhskaya
ru,kd,leningradskaya
ru,kd,limansky
ru,kd,lineynaya
ru,kd,maryanskaya
ru,kd,medvedovskaya
ru,kd,mikhailovskaya
ru,kd,mogukorovsky
ru,kd,morozovsky
ru,kd,mostovskoy
ru,kd,neftegorsk
ru,kd,neftyanaya
ru,kd,nekrasovskaya
ru,kd,nikolaevka
ru,kd,nizhegorodskaya
ru,kd,nizhnevedeneevsky
ru,kd,novoalekseevskaya
ru,kd,novodzherelievskaya
ru,kd,novoivanovskaya
ru,kd,novokorsunskaya
ru,kd,novokubansk
ru,kd,novomikhailovsky
ru,kd,novominskaya
ru,kd,novomyshastovskaya
ru,kd,novopashkovskaya
ru,kd,novopetrovskaya
ru,kd,novopokrovskaya
ru,kd,novorossysk
ru,kd,novotitarovskaya
ru,kd,novovelichkovskaya
ru,kd,novy
ru,kd,oktyabrskaya
ru,kd,olginka
ru,kd,orlenok
ru,kd,otradnaya
ru,kd,parkovy
ru,kd,pavlovskaya
ru,kd,pereaslovskaya
ru,kd,pervorechenskoe
ru,kd,petrovskaya
ru,kd,plastunovskaya
ru,kd,poltavskaya
ru,kd,primorsko-akhtarsk
ru,kd,privolnaya
ru,kd,pshekhskaya
ru,kd,razdolnaya
ru,kd,rodnikovskaya
ru,kd,rozovy
ru,kd,ryazanskaya
ru,kd,severin
ru,kd,severskaya
ru,kd,shedok
ru,kd,shepsi
ru,kd,shkurinskaya
ru,kd,slavyansk-na-kubani
ru,kd,slavyansky
ru,kd,smolenskaya
ru,kd,sochi
ru,kd,sovetskaya
ru,kd,staroderevyankovskaya
ru,kd,starominskaya
ru,kd,starominskaya-vokzal
ru,kd,staromyshastovskaya
ru,kd,staroshcherbinovskaya
ru,kd,starovelichkovskaya
ru,kd,strelka
ru,kd,supsekh
ru,kd,svobodnoe
ru,kd,taman
ru,kd,tbilisskaya
ru,kd,temirgoevskaya
ru,kd,temryuk
ru,kd,tikhoretsk
ru,kd,timashevsk
ru,kd,trudobelikovsky
ru,kd,tuapse
ru,kd,tverskaya
ru,kd,tverskoy
ru,kd,ukrainskaya
ru,kd,ust-labinsk
ru,kd,vasyurinskaya
ru,kd,veselaya
ru,kd,vestnik
ru,kd,vladimirskaya
ru,kd,voronezhskaya
ru,kd,vostochnaya
ru,kd,vpered
ru,kd,vyselki
ru,kd,yaroslavskaya
ru,kd,yurovka
ru,kd,zapadny
ru,kd,zhelezny
ru,ke,akatsiya
ru,ke,anzhero-sudzhensk
ru,ke,belovo
ru,ke,berezovka
ru,ke,berezovsky
ru,ke,chistogorsky
ru,ke,gurevsk
ru,ke,izhmorsky
ru,ke,kaltan
ru,ke,karakan
ru,ke,kemerovo
ru,ke,kiselevsk
ru,ke,komissarovo
ru,ke,krapivinsky
ru,ke,leninsk-kuznetsky
ru,ke,mariinsk
ru,ke,metallploshchadka
ru,ke,metallurgov
ru,ke,mezhdurechensk
ru,ke,mundybash
ru,ke,myski
ru,ke,novokuznetsk
ru,ke,novostroyka
ru,ke,orton
ru,ke,osinniki
ru,ke,plotnikovo
ru,ke,podgornoe
ru,ke,prokopevsk
ru,ke,promyshlennaya
ru,ke,sheregesh
ru,ke,snezhinsky
ru,ke,sosnovka
ru,ke,staropesterevo
ru,ke,stepnoy
ru,ke,suslovo
ru,ke,taiga
ru,ke,tashtagol
ru,ke,taskaevo
ru,ke,temirtau
ru,ke,terentevskoe
ru,ke,tisul
ru,ke,topki
ru,ke,troitskoe
ru,ke,trudarmeysky
ru,ke,tyazhinsky
ru,ke,verkhotomskoe
ru,ke,yashkino
ru,ke,yasnogorsky
ru,ke,yaya
ru,ke,yurga
ru,ke,zelenogorsky
ru,kg,bagrationovsk
ru,kg,baltysk
ru,kg,barashkovo
ru,kg,bolshoe isakovo
ru,kg,chernyakhovsk
ru,kg,chernyshevskoe
ru,kg,dalmatovo
ru,kg,glyadyanskoe
ru,kg,gurevsk
ru,kg,gusev
ru,kg,gvardeysk
ru,kg,gvardeyskoe
ru,kg,kaliningrad
ru,kg,kaluzhskoe
ru,kg,kargapole
ru,kg,kataisk
ru,kg,kayasan
ru,kg,khrabrovo
ru,kg,krasnopolyanskoe
ru,kg,krasnoznamensk
ru,kg,kurgan
ru,kg,kurtamysh
ru,kg,ladushkin
ru,kg,lesnikovo
ru,kg,likhachi
ru,kg,malysheva
ru,kg,mamonovo
ru,kg,mishkino
ru,kg,mokrousovo
ru,kg,neman
ru,kg,nesterov
ru,kg,novy urgal
ru,kg,olekhovo
ru,kg,ozersk
ru,kg,pereslavskoe
ru,kg,pionersky
ru,kg,podduby
ru,kg,polessk
ru,kg,polovinnoe
ru,kg,popovo
ru,kg,pravdinsk
ru,kg,proshkino
ru,kg,redut
ru,kg,rynki
ru,kg,severny
ru,kg,shadrinsk
ru,kg,shchuche
ru,kg,shumikha
ru,kg,sivkovo
ru,kg,slavsk
ru,kg,sovetsk
ru,kg,stepnoe
ru,kg,svetlogorsk
ru,kg,svetly
ru,kg,vargashi
ru,kg,yablonevka
ru,kg,yuzhny
ru,kg,zelenogradsk
ru,kh,alonka
ru,kh,amursk
ru,kh,arka
ru,kh,avan
ru,kh,ayan
ru,kh,bikin
ru,kh,bulava
ru,kh,chegdomyn
ru,kh,dzhonka
ru,kh,elban
ru,kh,galkino
ru,kh,kalinka
ru,kh,khabarovsk
ru,kh,khanty-mansysk
ru,kh,khor
ru,kh,khurba
ru,kh,knyaze-volkonskoe
ru,kh,komsomolsk-na-amure
ru,kh,korfovsky
ru,kh,lazarev
ru,kh,lososina
ru,kh,lyantor
ru,kh,megion
ru,kh,mongokhto
ru,kh,nefteyugansk
ru,kh,nekrasovka
ru,kh,nikolaevsk-na-amure
ru,kh,nizhnevartovsk
ru,kh,nyagan
ru,kh,okhotsk
ru,kh,oktyabrsky
ru,kh,orenburgskoe
ru,kh,sita
ru,kh,solnechny
ru,kh,soloni
ru,kh,sovetskaya gavan
ru,kh,surgut
ru,kh,topolevo
ru,kh,urai
ru,kh,vanino
ru,kh,vyazemsky
ru,kh,zolotoy
ru,ki,arbazh
ru,ki,bezbozhnik
ru,ki,chelka
ru,ki,darovskoy
ru,ki,ekaterina
ru,ki,kamsky
ru,ki,kirov
ru,ki,kirovo-chepetsk
ru,ki,kirs
ru,ki,kobra
ru,ki,kosino
ru,ki,kotelnich
ru,ki,kozha
ru,ki,kstinino
ru,ki,kumeny
ru,ki,lazarevo
ru,ki,lema
ru,ki,levintsy
ru,ki,loyno
ru,ki,malmyzh
ru,ki,moskovskaya
ru,ki,murashi
ru,ki,nizhneivkino
ru,ki,nolinsk
ru,ki,oktyabr
ru,ki,omutninsk
ru,ki,orichi
ru,ki,orlov
ru,ki,pasegovo
ru,ki,pashino
ru,ki,sanchursk
ru,ki,sibir
ru,ki,slobodskoy
ru,ki,sovetsk
ru,ki,vakhrushi
ru,ki,vasichi
ru,ki,verkholipovo
ru,ki,vichevshchina
ru,ki,vostochny
ru,ki,vozhgaly
ru,ki,vyatskie polyany
ru,ki,yaransk
ru,ki,zuevka
ru,kk,abakan
ru,kk,abaza
ru,kk,askiz
ru,kk,bely yar
ru,kk,bondarevo
ru,kk,chernogorsk
ru,kk,domozhakov
ru,kk,kalinino
ru,kk,kirovo
ru,kk,kyzlas
ru,kk,ochury
ru,kk,rastsvet
ru,kk,sayanogorsk
ru,kk,sorsk
ru,kk,tashtyp
ru,kk,ust-abakan
ru,kk,vershina tei
ru,kk,vorota
ru,kl,babynino
ru,kl,balabanovo
ru,kl,belousovo
ru,kl,borovsk
ru,kl,detchino
ru,kl,dobraya
ru,kl,duminichi
ru,kl,elista
ru,kl,ermolino
ru,kl,frolovo
ru,kl,golovteevo
ru,kl,gorodovikovsk
ru,kl,gremyachevo
ru,kl,im. lva tolstogo
ru,kl,iznoski
ru,kl,kaluga
ru,kl,kirov
ru,kl,klen
ru,kl,komsomolsky
ru,kl,kondrovo
ru,kl,kozelsk
ru,kl,kremenki
ru,kl,kudinovo
ru,kl,lesnoy
ru,kl,lyudinovo
ru,kl,malaya pesochnya
ru,kl,maloyaroslavets
ru,kl,meshchovsk
ru,kl,mosalsk
ru,kl,mosur
ru,kl,nedelnoe
ru,kl,obninsk
ru,kl,pushkinskoe
ru,kl,sosensky
ru,kl,sukhinichi
ru,kl,tarusa
ru,kl,tovarkovo
ru,kl,utta
ru,kl,vorotynsk
ru,kl,vorsino
ru,kl,voskhod
ru,kl,yashalta
ru,kl,yukhnov
ru,kl,zhiletovo
ru,kl,zhukov
ru,ko,aikino
ru,ko,akis
ru,ko,antropovo
ru,ko,bogoslov
ru,ko,bogovarovo
ru,ko,buy
ru,ko,emva
ru,ko,fanernik
ru,ko,galich
ru,ko,georgievskoe
ru,ko,georgy
ru,ko,golovinskoe
ru,ko,inta
ru,ko,karavaevo
ru,ko,kologriv
ru,ko,komsomolka
ru,ko,kortkeros
ru,ko,kostroma
ru,ko,kosyu
ru,ko,kozhva
ru,ko,krasnoe-na-volge
ru,ko,madmas
ru,ko,malaya pera
ru,ko,manturovo
ru,ko,mikun
ru,ko,minskoe
ru,ko,nerekhta
ru,ko,nizhny odes
ru,ko,ob'yachevo
ru,ko,parma
ru,ko,pavino
ru,ko,pechora
ru,ko,piter
ru,ko,podolskoe
ru,ko,ponazyrevo
ru,ko,ropcha
ru,ko,samet
ru,ko,serednyaya
ru,ko,sharya
ru,ko,shunga
ru,ko,soligalich
ru,ko,sosnogorsk
ru,ko,sudislavl
ru,ko,susanino
ru,ko,syktyvkar
ru,ko,trakt
ru,ko,troitsko-pechorsk
ru,ko,ukhta
ru,ko,usinsk
ru,ko,usogorsk
ru,ko,veshka
ru,ko,viga
ru,ko,vizinga
ru,ko,volgorechensk
ru,ko,vorkuta
ru,ko,voyvozh
ru,ko,vuktyl
ru,ko,vylgort
ru,ko,zarubino
ru,ko,zheshart
ru,kr,alyabeva
ru,kr,belomorsk
ru,kr,berezovka
ru,kr,chalna
ru,kr,cheremisinovo
ru,kr,chupa
ru,kr,dmitriev-lgovsky
ru,kr,idel
ru,kr,kalevala
ru,kr,kauchuk
ru,kr,kem
ru,kr,kondopoga
ru,kr,korenevo
ru,kr,kostomuksha
ru,kr,krasnooktyabrskoe
ru,kr,kurchatov
ru,kr,kursk
ru,kr,ladva
ru,kr,lakhdenpokhya
ru,kr,lgov
ru,kr,loukhi
ru,kr,medvezhegorsk
ru,kr,meliorativny
ru,kr,mitrofanova
ru,kr,nadvoitsy
ru,kr,oboyan
ru,kr,ogorelyshi
ru,kr,olonets
ru,kr,petrozavodsk
ru,kr,pindushi
ru,kr,pitkyaranta
ru,kr,plotina
ru,kr,porosozero
ru,kr,pristen
ru,kr,pryazha
ru,kr,pudozh
ru,kr,segezha
ru,kr,shchigry
ru,kr,shizhnya
ru,kr,sortavala
ru,kr,suoyarvi
ru,kr,tuksa
ru,kr,veretenino
ru,kr,zheleznogorsk
ru,ky,achinsk
ru,ky,aginskoe
ru,ky,angarsky
ru,ky,artemovsk
ru,ky,balakhta
ru,ky,berezovka
ru,ky,blagoveshchenka
ru,ky,bogotol
ru,ky,bogotol-selo
ru,ky,boguchany
ru,ky,bolshaya murta
ru,ky,bolshoy uluy
ru,ky,borodino
ru,ky,bryanka
ru,ky,burovoy
ru,ky,divnogorsk
ru,ky,dudinka
ru,ky,dzerzhinskoe
ru,ky,elita
ru,ky,emelyanovo
ru,ky,eniseysk
ru,ky,igarka
ru,ky,ilansky
ru,ky,kamarchaga
ru,ky,kansk
ru,ky,karatuzskoe
ru,ky,kazachinskoe
ru,ky,kedrovy
ru,ky,kodinsk
ru,ky,koshurnikovo
ru,ky,kozulka
ru,ky,krasnaya
ru,ky,krasnoturansk
ru,ky,krasnoyarsk
ru,ky,kuragino
ru,ky,lesosibirsk
ru,ky,malinovka
ru,ky,minderla
ru,ky,minusinsk
ru,ky,nazarovo
ru,ky,norilsk
ru,ky,novochernorechensky
ru,ky,novoselovo
ru,ky,ordzhonikidze
ru,ky,podtesovo
ru,ky,rassvet
ru,ky,sayansky
ru,ky,severo-eniseysky
